ISBN;title;author;year;publisher
30491665;People's Doonesbury: Notes from Underfoot (Doonesbury books / by G.B. Trudeau);G.B Trudeau;1981;"Henry Holt &amp; Co"
30491762;But the Pension Fund Was Just Sitting There (A Doonesbury Book);G. B. Trudeau;1979;"Henry Holt &amp; Co"
30491819;We're Not Out of the Woods Yet (Doonesbury Book);G. B. Trudeau;1979;"Henry Holt &amp; Co"
30491916;And That's My Final Offer! (His A Doonesbury book);G.B. Trudeau;1980;"Henry Holt &amp; Co"
30491967;He's Never Heard of You, Either (A Doonesbury book);G. B. Trudeau;1981;"Henry Holt &amp; Co"
30493463;Solid State Physics;Ashcroft;1987;Holt Rinehart and Winston
30494265;To God alone the glory: A story about Johann Sebastian Bach (Christian heroes);Catherine Podojil;1979;Winston Press
30494702;The Teaching of Reverence for Life.;Albert, Schweitzer;1965;"Henry Holt &amp; Company, Inc."
30494931;Wie geht's?: An introductory German course;Dieter Sevin;1991;Holt, Rinehart, and Winston
30499445;Study Guide To Accompany Cultural Anthropology;william a. haviland;1993;Harcourt Brace Jovanovich
30506069;Where are you, Angela von Hauptmann, now that I need you?;Barbara Williams;1979;Holt, Rinehart, and Winston
30506611;The Terror Network;Claire Sterling;1981;"Henry Holt &amp; Co"
30508916;La grammaire Ã  l'oeuvre;John Barson;1981;Holt, Rinehart and Winston
30509319;Weedy Rough;Douglas C. Jones;1981;"Henry Holt &amp; Co"
30511666;Design Principles and Problems;Paul Zelanski;1984;Harcourt School Pub
30512379;Ven Conmige! Adelante: Holt Spanish Level 1 A;"Holt Rinehart &amp; Winston";1999;Smithmark Publishers
30514924;A Christmas Carol;Charles Dickens;1997;Holt Rinehart and Winston
30520037;Elements of Language: Third Course;Odell;2001;Harcourt School
30520835;Allez, Viens!: Level III;Demado;2000;Harcourt School
30521912;Thrown to the Woolfs;John Lehmann;1979;Holt, Rinehart, and Winston
30526337;Allez, Viens!: Practice and Activity Book : Holt French Level 1;Rinehart Holt;2000;Harcourt School
30538173;Holt Biology Visualizing Life;George B. Johnson;1994;"Henry Holt &amp; Company"
30539765;Cities of the red night;William S Burroughs;1981;Holt, Rinehart, and Winston
30547032;The Pigman: With Connections;Paul Zindel;1998;Harcourt School
30549825;A Glossary of Literary Terms;M. H. Abrams;1992;Harcourt College Pub
30551153;Hano, a Tewa Indian Community in Arizona;Edward P. Dozier;1966;Harcourt Brace College Publishers
30554381;Things Fall Apart;Chinua Achebe;1999;Harcourt School
30554934;Interplay: The Process of Interpersonal Communication;Ronald B. Adler;1991;Harcourt
30555477;The Least You Should Know About English: Writing Skills, Form A;Teresa Ferster Glazier;1991;Harcourt
30557364;The Aztecs of Central Mexico : An Imperial Society (Case Studies in Cultural Anthropology);Frances Berdan;1982;Wadsworth Publishing
30558646;Finite Mathematics With Applications;David E. Zitarelli;1992;Saunders College Publishing
30560632;Gravedigger;Joseph Hansen;1982;"Henry Holt &amp; Co"
30562481;Le Rendez-Vous;Alain Robbe-Gillet;1981;Holt Rinehart and Winston
30567769;Recreation and leisure programming: A guide for the professional (Saunders series in recreation);Christopher R Edginton;1980;Saunders College
30568943;Rhine Journey;Ann Schlee;1981;Smithmark Pub
30569087;Peace Breaks Out;John Knowles;1981;"Henry Holt &amp; Co"
30573122;The Tragedy of Macbeth;William Shakespeare;2000;Harcourt School
30574544;The Edwardian Lady: The Story of Edith Holden, Author of the Country Diary of an Edwardian Lady;Ina Taylor;1983;Smithmark Pub
30574692;Editing;R. Thomas Berner;1982;Holt, Rinehart and Winston
30574862;Fadeout;Joseph Hansen;1980;Holt, Rinehart, and Winston
30575540;Natural New York;Bill Thomas;1983;Holt, Rinehart, and Winston
30576415;Skinflick;Joseph Hansen;1980;"Henry Holt &amp; Company"
30576474;Learning to Live Again: My Triumph over Cancer;Joel Solkoff;1983;"Henry Holt &amp; Co"
30576482;The collected stories;Frank Tuohy;1984;Holt, Rinehart and Winston
30576687;World Drama;Oscar G. Brockett;1984;"Henry Holt &amp; Company"
30577241;Spanish for oral and written review;Mario Iglesias;1981;Holt, Rinehart, and Winston
30577861;The Haunting of Suzanna Blackwell;Richard Setlowe;1984;"Henry Holt &amp; Co"
30579031;Physics, for scientists and engineers (Saunders golden sunburst series);Raymond A Serway;1982;Saunders College Pub
30579899;Modern Chemistry (Holt Modern Chemistry Program);Metcalfe;1982;Holt Rinehart and Winston
30582776;Delcorso's Gallery;Philip Caputo;1983;"Henry Holt &amp; Co"
30583497;"Chemistry &amp; Chemical Reactivity (With Booklet for Students : How to Study Chemistry)";John Kotz;1987;Thomson Learning
30585015;The baby in the icebox and other short fiction;James M Cain;1981;"Holt, Rinehart &amp; Winston"
30586232;An Accidental Woman;Richard Neely;1981;"Henry Holt &amp; Co"
30586240;The Anti-Coloring Book for Adults Only;Susan Striker;1983;"Henry Holt &amp; Co"
30586461;They shoot canoes, don't they?;Patrick F McManus;1981;Holt, Rinehart, and Winston
30589533;Conduct of Social Research;William B. Sanders;1983;Thomson Learning
30591325;The Contract;Gerald Seymour;1981;"Henry Holt &amp; Co"
30591724;A Fine and Pleasant Misery;Patrick McManus;1981;Holt Rinehart and Winston
30592569;Nirvana Blues: A Novel;John Treadwell Nichols;1981;"Henry Holt &amp; Co"
30595320;The Apocalypse Brigade;Alfred Coppel;1981;Smithmark Pub
30595746;Country Diary of an Edwardian Lady;Edith Holden;1982;"Henry Holt &amp; Co"
30595916;The Weather Works;Mike Wilks;1983;"Henry Holt &amp; Co (J)"
30596173;Three with a bullet (A Rinehart suspense novel);Arthur Lyons;1985;Holt, Rinehart, and Winston
30596831;Daughters and rebels: An autobiography;Jessica Mitford;1981;Holt, Rinehart, and Winston
30597838;Who is Simon Warwick;Patricia Moyes;1982;"Henry Holt &amp; Company"
30597846;Falling star;Patricia Moyes;1982;Holt, Rinehart, and Winston
30597862;Unknown Woman: A Journey to Self-Discovery;Alice Koller;1982;"Henry Holt &amp; Co"
30597889;In Search of Reagan's Brain (Doonesbury Book / By G.B. Trudeau);Gary Trudeau;1981;"Henry Holt &amp; Co"
30598575;The Case of the Russian Diplomat;E.V. Cunningham;1981;Smithmark Pub
30598583;The Case of the One-Penny Orange;E.V. Cunningham;1981;Smithmark Pub
30599415;Mastering Rubik's Cube: The Solution to the 20th Century's Most Amazing Puzzle;Donald Taylor;1981;"Henry Holt &amp; Co"
30600030;Angel Death;Patricia Moyes;1982;"Henry Holt &amp; Company"
30602971;Omni Games: The Best Brainteasers from Omni Magazine;Scot Morris;1983;Holt, Rinehart and Winston
30603781;New York City Street Smarts;Saul Miller;1983;"Henry Holt &amp; Co"
30604176;The official I hate love book;Skip Morrow;1982;Holt, Rinehart, and Winston
30604885;The Crying Heart Tattoo;David Lozell Martin;1982;"Henry Holt &amp; Co"
30605601;Snoopy and the Red Baron;C. M. Schulz;1966;"Henry Holt &amp; Co (J)"
30605741;Pleasant Dreams;Anna B. Francis;1983;"Henry Holt &amp; Co (J)"
30606047;Landscape with traveler: The pillow book of Francis Reeves;Barry Gifford;1982;Holt, Rinehart, and Winston
30613728;Pretty Redwing;Helen Henslee;1983;Holt, Rinehart and Winston
30614775;Dear Mr. Capote;Gordon Lish;1983;"Henry Holt &amp; Co"
30615224;Ask for May, Settle for June;G. B. Trudeau;1982;"Henry Holt &amp; Company, Inc."
30615240;Cube Games;Don Taylor;1981;"Henry Holt &amp; Co"
30615321;Ask for May, Settle for June (A Doonesbury book);G. B. Trudeau;1982;"Henry Holt &amp; Co"
30615526;Living, Loving and Learning;Leo F. Buscaglia;1982;"Henry Holt &amp; Co"
30615534;Friday;Robert A. Heinlein;1982;Holt Rinehart and Winston
30616565;On with the Shoe!;Jeff MacNelly;1982;Holt, Rinehart, and Winston
30616573;A Shoe for All Seasons;Jeff MacNelly;1983;"Henry Holt &amp; Co"
30616891;Job's year;Joseph Hansen;1983;Holt, Rinehart, and Winston
30617316;Unfortunately, She Was Also Wired for Sound (A Doonesbury book / by G.B. Trudeau);G. B. Trudeau;1982;"Henry Holt &amp; Co"
30617324;"The Wreck of the \Rusty Nail\"" (A Doonesbury book by G. B. Trudeau)""";G.B. Trudeau;1983;"Henry Holt &amp; Co"
30617332;You Give Great Meeting, Sid (A Doonesbury book / by G.B. Trudeau);G. B. Trudeau;1983;"Henry Holt &amp; Co"
30618339;Usher's Passing;Robert McCammon;1984;"Henry Holt &amp; Co"
30619211;Frank Sinatra, ol' blue eyes;Norm Goldstein;1982;Holt, Rinehart, and Winston
30619432;A Cast of Stars;Alan Prior;1983;"Henry Holt &amp; Co"
30621577;The New American Poverty;Michael Harrington;1984;"Henry Holt &amp; Co"
30621976;Jack and the Beanstalk;Ed McBain;1984;"Henry Holt &amp; Co"
30621984;Beauty and the Beast;Ed McBain;1988;Smithmark Pub
30622093;A Stolen Past;John Knowles;1983;"Henry Holt &amp; Co"
30623189;French for oral and written review;Charles Carlut;1983;Holt, Rinehart and Winston
30623286;Yanomamo: The Fierce People (Case Studies in Cultural Anthropology);Napoleon A. Chagnon;1984;Holt Rinehart and Winston
30623774;They Shoot Canoes, Don't They?;Patrick McManus;1982;"Henry Holt &amp; Company"
30624142;The Tale of the Dark Crystal;Donna Bass;1982;"Henry Holt &amp; Co"
30624363;The Dark Crystal;A. C. H. Smith;1982;Smithmark Pub
30624401;Night Falls on the City.;Sarah Gainham;1967;"Henry Holt &amp; Company, Inc."
30624517;General Zoology;Claude Alvin Villee;1984;Saunders College Publishing
30624703;Indians of Mexico a Book to Begin on;M. C. Farquhar;1967;"Holt Rinehart &amp; Winston"
30626285;Concise Guide for Writers;Louis E. Glorfeld;1984;Thomson Learning
30626315;The Next Economy;Paul Hawken;1983;Smithmark Pub
30628822;The Way of the Bull;Leo Buscaglia;1982;Slack Inc
30630134;Interpreting Literature;Kenneth Leslie Knickerbocker;1985;Thomson Learning
30632366;Outrageous Acts and Everyday Rebellions;Gloria Steinem;1987;Smithmark Pub
30632536;Mimi Pond's Secrets of the powder room;Mimi Pond;1983;Holt, Rinehart, and Winston
30632560;The Place of Dead Roads;William S. Burroughs;1984;"Henry Holt &amp; Co"
30632579;Cold Heaven;Brian Moore;1983;"Henry Holt &amp; Co"
30632978;The McGill Report on Male Intimacy;Michael E. McGill;1985;"Henry Holt &amp; Co"
30633338;Hard trade (A Jacob Asch mystery);Arthur Lyons;1983;Holt, Rinehart, and Winston
30633931;El Cuento;John Armstrong Crow;1984;Holt Rinehart and Winston
30635438;Death and the Dutch uncle (An Inspector Henry Tibbett mystery);Patricia Moyes;1983;Holt, Rinehart, and Winston
30635446;Murder Ã  la mode (An Inspector Henry Tibbett mystery);Patricia Moyes;1983;Holt, Rinehart, and Winston
30635519;The Education of Koko;Francine Patterson;1988;Smithmark Pub
30635527;Frank and Ernest: Batteries Not Included;Bob Thaves;1983;"Henry Holt &amp; Co"
30635543;The Time of the Assassins;Claire Sterling;1983;"Henry Holt &amp; Co"
30635640;Temas y diÃ¡logos;David F AltabÃ©;1984;Holt, Rinehart, and Winston
30636442;Studies in the Short Story;David Madden;1983;Harcourt Brace College Publishers
30636973;Plays for the theatre: An anthology of world drama;Oscar Gross Brockett;1984;Holt, Rinehart, and Winston
30639484;The proprietor;Ann Schlee;1983;Holt, Rinehart and Winston
30640075;Craig Claibornes: A Feast Made for Laughter;Craig Claiborne;1983;"Henry Holt &amp; Co"
30640768;"Beauty and the Beast (Beauty &amp; the Beast)";Deborah Apy;1983;"Henry Holt &amp; Company"
30679109;The Horse That Played Center Field.;Hal. Higdon;1969;"Henry Holt &amp; Co"
30686784;The radish day jubilee;Sheilah B Bruce;1983;Holt, Rinehart, and Winston
30686792;Red and the Pumpkins;Jocelyn Stevenson;1983;"Henry Holt &amp; Co (J)"
30692814;Jeffrey's ghost and the fifth-grade dragon;David A Adler;1985;Holt, Rinehart, and Winston
30693012;Beyond the Wall: Essays from the Outside;Edward Abbey;1988;Holt Rinehart and Winston
30695031;Lavinia Bat (Hoban, Russell. Ponders Series.);Russell Hoban;1984;"Henry Holt &amp; Co (J)"
30703395;Drawing: A contemporary approach;Claudia Betti;1986;Holt, Rinehart, and Winston
30704871;Anna's Book;George MacBeth;1984;"Henry Holt &amp; Co"
30705436;Priestly Murders: A Chicago Police Mystery (A Rinehart suspense novel);Joe Gash;1984;Smithmark Pub
30705479;Mill Song;William Harry Harding;1984;"Henry Holt &amp; Co"
30706114;Love Medicine: A Novel;Louise Erdrich;1984;"Henry Holt &amp; Co"
30706238;The stories of Breece D'J Pancake;Breece D'J Pancake;1984;Holt, Rinehart, and Winston
30706998;The Eleven Million Mile High Dancer;Carol Hill;1985;Smithmark Pub
30707234;Mother Goose: A collection of classic nursery rhymes;Michael Hague;1984;Holt, Rinehart, and Winston
30707315;Warday: And the Journey Onward;Whitley Strieber;1984;"Henry Holt &amp; Co"
30710278;Letter to Lord Liszt;Martin Walser;1985;Smithmark Pub
30710618;The Big Beauty Book;Glenn Lewis;1986;"Henry Holt &amp; Company, Inc."
30710839;And the Beagles and the Bunnies Shall Lie Down Together: The Theology in Peanuts;Charles M. Schulz;1984;Holt Rinehart and Winston
30710863;What's a Fraggle?;Louise Gikow;1984;"Henry Holt &amp; Co (J)"
30716322;Conversacion Y Repaso: Indermediate;Copeland;1985;Thomson Learning
30718562;The Evidence Never Lies: The Casebook of a Modern Sherlock Holmes;Alfred Lewis;1984;"Henry Holt &amp; Co"
30719313;Willa: The Life of Willa Cather;Phyllis Robinson;1984;"Henry Holt &amp; Co"
30724082;Cahier D'Exercices Et De Laboratoire to Accompany Invitation: A Ecouter Et a Ecrire;Gilbert A. Jarvis;1993;Harcourt Brace College Publishers
30725356;The Poetry of Robert Frost;Robert Frost;1969;Holt Rinehart and Winston
30725852;Peanuts Treasury;C.M. Schulz;1974;"Henry Holt &amp; Co (J)"
30746949;Contemporary Business (Dryden Press Series in Management);Louis E. Boone;1992;Thomson Learning
30748828;Modern Biology Student Edition;A. Towle;1993;Holt Rinehart and Winston
30751977;World History People and Nations 1993;Mazour;1993;Harcourt School
30753740;Scottish Crofters:  A Historical Ethnography of a Celtic Village;Susan Parman;1990;International Thomson Publishing
30771404;Selected Prose and Poetry (Rinehart Editions);Ralph Waldo Emerson;1969;Harcourt Brace College Publishers
30773253;Great Political Thinkers: Plato to the Present;William Ebenstein;1969;Holt Rinehart and Winston
30779006;Great Expectations (Rinehart Editions, 20);Charles Dickens;1979;Harcourt Brace College Publishers
30790980;Business Communications Principles and Processes;Cullinan;1994;Holt Rinehart and Winston
30791766;Broadcast News;Mitchell Stephens;1993;Wadsworth Publishing
30802377;"The impossible people;: A history natural and unnatural of beings terrible and wonderful";Georgess McHargue;1972;Holt, Rinehart and Winston
30802873;Music in the Hills;Dorothy Emily Stevenson;1972;"Henry Holt &amp; Co"
30803012;"The Isthmus Zapotecs;: Women's roles in cultural context (Case studies in cultural anthropology)";Beverly ChiÃ±as;1973;Holt, Rinehart and Winston
30812690;Aleuts, Survivors of the Bering Land Bridge (Case Studies in Cultural Anthropology);William S. Laughlin;1980;Harcourt Brace College Publishers
30813190;A Treasury of the Theatre.;John, Ed. Gassner;1970;Thomson Learning
30821916;Evolutionary biology;Stanley N Salthe;1972;Holt, Rinehart and Winston
30832624;Selected Poetry and Prose: A Pope (Rinehart Editions,);Alexander Pope;1972;Harcourt Brace College Publishers
30842573;Escape!;Ben Bova;1970;Holt, Rinehart and Winston
30844924;"The vantage point;: Perspectives of the Presidency, 1963-1969";Lyndon Baines Johnson;1971;Holt, Rinehart and Winston
30849934;Le Meurtre D'UN Etudiant;Georges Simenon;1998;Thomson Learning
30850002;The Black Death: a turning point in history? (European problem studies);William M Bowsky;1971;Holt, Rinehart and Winston
30850746;The Bluest Eye: A Novel;Toni Morrison;1970;Smithmark Pub
30850789;Peanuts Classics;Charles M. Schulz;1970;"Henry Holt &amp; Co"
30850894;Integral Yoga Hatha;Sri S. Satchidanada;1970;"Henry Holt &amp; Company, Inc."
30854903;Collected Poems: A. E. Housman;A. E. Housman;1971;"Henry Holt &amp; Company"
30859670;"The Israelis;: Founders and sons";Amos Elon;1971;Holt, Rinehart and Winston
30865727;"The crown of Mexico;: Maximilian and his Empress Carlota";Joan Haslip;1972;Holt, Rinehart and Winston
30867444;In the Clearing;Robert Frost;1972;Holt Rinehart Winston
30882591;"Bargello magic; how to design your own,";Pauline Fischer;1972;Holt, Rinehart, and Winston
30885906;How I went shopping and what I got,;Eleanor (Lowenton) Clymer;1972;Holt, Rinehart and Winston
30893887;The Columbia (Rivers of America);Stewart Hall Holbrook;1974;Holt, Rinehart and Winston
30894344;"Arts &amp; ideas";William Fleming;1974;Holt, Rinehart and Winston
30897017;Design through discovery;Marjorie Elliott Bevlin;1977;Holt, Rinehart and Winston
30897262;French for oral and written review;Charles Carlut;1976;Holt, Rinehart and Winston
30897432;Basic economics;Edwin G Dolan;1977;Dryden Press
30899249;Contemporary Jewelry: A Studio Handbook;Philip Morton;1976;"Henry Holt &amp; Co"
30899788;Yanomamo, the Fierce People (American Problem Studies);Napoleon A. Chagnon;1977;Holt Rinehart and Winston
30899915;Comparative cultural analysis: An introduction to anthropology;Keith F Otterbein;1977;Holt, Rinehart and Winston
30912814;The American political dictionary;Jack C Plano;1972;Dryden Press
30914566;Soldier;Anthony B Herbert;1973;Holt, Rinehart and Winston
30918871;Mmmmmmm: a feastiary;Ruth Reichl;1972;Holt, Rinehart and Winston
30940559;Look Out Look in;Wiemann;1993;Harcourt Brace College Publishers
30948703;Fundamentals of Financial Management;Eugene Brigham;1996;Harcourt School Pub
30949890;World History, 1997;Hanes;1997;Harcourt
30957648;Jane Eyre: With Connections (Hrw Library);Charlotte Bronte;1999;Harcourt School
30957656;A Midsummer Night's Dream With Connections: With Connections (Hrw Library);William Shakespeare;2000;Holt Rinehart and Winston
30965012;Economics (The Dryden Press series in economics);Edwin G. Dolan;1993;Thomson Learning
30965268;Allez, Viens: Holt French Level 1;Rongieras;1996;Holt Rinehart and Winston
30975891;Sociology: Study of Human Relationships;Thomas;1995;"Henry Holt &amp; Company"
30981913;Computer Information Systems (The Dryden Press series in information systems);Steven C. Lawlor;1994;Thomson Learning
30985943;The Earth Through Time (Saunders Golden Sunburst Series);Harold L. Levin;1993;Harcourt College Pub
39282783;The Miraculous Hind: A Hungarian Legend;Elizabeth Cleaver;1976;"Holt Rinehart &amp; Winston"
41210190;Inquiry into Meaning and Truth;Bertrand Russell;1980;"Allen &amp; Unwin Pty., Limited (Australia)"
41490355;Light On Yoga;Bks Iyengar;Unknown;Routledge
41490517;Yoga Week by Week;Selvarajan Yesudian;1976;Harpercollins
42900123;Hara: The Vital Centre of Man;Karlfried Graf Durckheim;1988;Harpercollins
42941156;The Hindu View of Life;S. Radhakrishnan;1998;HarperCollins
42941342;Studies in Zen;Daisetz Teitaro Suzuki;1986;HarperCollins Publishers
42990084;Taoism: The quest for immortality;John Eaton Calthorpe Blofeld;1979;Unwin Paperbacks
43202268;Man in the shadows : a short novel and six stories;Peter Corris;1988;Unwin Paperbacks
43271057;Shootdown the Verdict On Kal 007;R W Johnson;Unknown;Unwin Hyman/ See Routledge
43350135;Essential Left Four Classic Texts on the Principles of Socialism;Karl Marx;1960;Unwin Hyman
43510744;Metamorphosis;David Suzuki;1989;Harpercollins
43720455;Outrageous fortune;Susan Kelly;1989;"Allen &amp; Unwin Australia"
44400845;Running with the Fox;David Macdonald;1987;HarperCollins Publishers
44401485;The Streets of the City (Walk in the Dark Book 3);Alison Spedding;1999;Trafalgar Square
44401531;Phoenix Fire;Lyndan Darby;1989;HarperCollins Publishers
44401574;Inferno (Indigo, Book 2);Louise Cooper;1988;Harpercollins
44402449;Immortal Blood;Barbara Hambly;1988;HarperCollins Publishers
44402481;Astrology and the Art of Healing;A.T. Mann;1990;Harpercollins
44403070;The Secret Life of Houses;Scott Bradfield;1989;HarperCollins Publishers
44403119;Murder and Company;Harriet Ayres;1988;Pandora Pr
44403224;Forests of the Night;Tanith Lee;1989;Harpercollins
44403917;Abandonati;Garry Kilworth;1989;HarperCollins Publishers
44405294;Troika (Indigo, Book 5);Louise Cooper;1991;HarperCollins Publishers
44406150;Hunter's Moon;Garry Kilworth;1990;HarperCollins Publishers
44406452;"Natural Healing for Women: Caring for Yourself With Herbs, Homeopathy &amp; Essential Oils";Susan Curtis;1992;Natl Book Network
44406495;Your Starchild;P Haydn;1990;New York Univ Pr
44407955;This Is Not for You;Jane Rule;Unknown;Unwin Hyman/ See Routledge
44408331;Gertrude and Alice;Diana Souhami;1992;Harpercollins
44408471;Dogeaters;Jessica Hagedorn;Unknown;Harpercollins
44408633;Amazons, Bluestockings and Crones: A Feminist Dictionary;Cheris Kramarae;1992;Harpercollins
44408773;The Politics of Breastfeeding (Issues in Women's Health);Gabrielle Palmer;1993;Rivers Oram Press
44408889;India's Bandit Queen: The True Story of Phoolan Devi;Mala Sen;2001;Harper Collins India
44408951;Local Heroines: A Guide to Women in Historical Britain;Jane Leggett;1994;Rivers Oram Press
44409001;"Women, Sex &amp; Rock 'N' Roll: In Their Own Words (A Pandora Book)";Liz Evans;1994;Pandora Press (GB)
44409109;The Good, the Bad and the Gorgeous: Popular Culture's Romance With Lesbianism;Diane Hamer;1994;Pandora Press (GB)
44409281;Death of a Mother: Daughters' Stories;Rosa Ainley;1995;Pandora Press (GB)
44409494;Hollywoodn't: A Queer Postcard Book;Laurence Jaugey-Paget;1995;HarperSanFrancisco
44409575;No Angels: Women Who Commit Violence;Alice Myers;1997;Rivers Oram Press/Pandora
44409702;Bold in Her Breeches: Women Pirates Across the Ages;Jo Stanley;1996;Rivers Oram Press/Pandora
44421249;The Writing Book: A Workbook for Fiction Writers;Kate Grenville;1993;"Paul &amp; Co Pub Consortium"
44421257;The Governesses: Letters from the Colonies 1862-1882;Patricia Clarke;1990;"Allen &amp; Unwin (Australia) Pty Ltd"
44421931;Inventing the future;David T Suzuki;1990;"Allen &amp; Unwin"
44422741;Shaved Fish;Susan Geason;1993;"Paul &amp; Co Pub Consortium"
44422776;"The Case of the Chinese Boxes (Allen &amp; Unwin Original Fiction)";Marele Day;1993;"Paul &amp; Co Pub Consortium"
44422814;Oceana Fine;Tom Flood;1989;"Allen &amp; Unwin (Australia) Pty Ltd"
44422857;Great Interviews of the Twentieth Century (A Susan Haynes Book);John Clarke;1990;"Allen &amp; Unwin (Australia) Pty Ltd"
44423160;Going Home: Stories;Archie Weller;1993;"Paul &amp; Co Pub Consortium"
44451121;Stalinism and After: The Road to Gorbachev;Alec Nove;1989;Routledge
44457820;A History of Africa;J. D. Fage;1990;"Allen &amp; Unwin Pty., Limited (Australia)"
45720207;The Ra Expeditions;Thor Heyerdahl;1971;"Allen &amp; Unwin Pty., Limited (Australia)"
46120483;New Mothers at Work: Employment and Childcare;Julia Brannen;1988;HarperCollins Publishers
46410430;Vitamins and Your Health;Ann Gildroy;1983;HarperCollins Publishers
46410538;The Story of a Treaty;Claudia Orange;2004;Bridget Williams Books
47960523;Gerald Davies, an autobiography;Gerald Davies;1979;"G. Allen &amp; Unwin"
47990287;The forgotten skills;Norman Mursell;1985;"G. Allen &amp; Unwin"
48200158;"Tree and leaf ; Smith of Wootton Major ; The homecoming of Beorhtnoth, Beorhthelm's son";J. R. R Tolkien;1975;Unwin Books
48200255;Room to Move: The Redress Press Anthology of Australian Women's Short Stories;Suzanne Falkiner;1985;HarperCollins Publishers
48200301;The Greenwich apartments;Peter Corris;1986;Unwin Paperbacks
48210285;The irrelevant song;Brian Patten;Unknown;Allen and Unwin
48230871;The Lord of the rings,;J. R. R Tolkien;1968;Allen and Unwin
48231185;Docherty;William McIlvanney;1975;Allen and Unwin
48231304;The Father Christmas letters;J. R. R Tolkien;1976;"Allen &amp; Unwin"
48231398;The Silmarillion;J. R. R Tolkien;1977;"Allen &amp; Unwin"
48231797;Unfinished Tales of Numenor and Middle-Earth;J. R. R. Tolkien;1981;"Allen &amp; Unwin Pty., Limited (Australia)"
48232157;Mr. Bliss;J. R. R. Tolkien;1982;"Allen &amp; Unwin Pty., Limited (Australia)"
48232386;The Book of Lost Tales, Part 1 (The History of Middle-Earth, Volume 1);J. R. R. Tolkien;1983;"Allen &amp; Unwin"
48233382;The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2);J R R Tolkien;Unknown;Routledge
48233862;The hobbit, or, There and back again;J. R. R Tolkien;1987;Unwin Hyman
48260053;Letters of J.R.R. Tolkien: A selection;J. R. R Tolkien;1981;"Allen &amp; Unwin"
48270202;Quote...unquote;Nigel Rees;1980;HarperCollins Publishers
48270237;Graffiti 2;Nigel Rees;1980;Unwin Paperbacks
49000357;The World of the Italian Renaissance;E.R. Chamberlin;1982;Harpercollins
49100866;Beyond the pyramids: Travels in Egypt;Douglas Kennedy;1988;Unwin Hyman
49200216;Many voices: the autobiography of a medium,;Eileen Jeanette Lyttle Garrett;1968;"Allen &amp; Unwin"
49200526;George S. Kaufman and the Algonquin Round Table;Scott Meredith;1977;"G. Allen &amp; Unwin"
49201107;Genethics: The Ethics of Engineering Life;David Suzuki;1989;"Allen &amp; Unwin (Australia) Pty Ltd"
49270117;Elvis for Beginners (Writers and Readers Documentary Comic Book);Jill Pearlman;1986;"Writers &amp; Readers Publishing"
49510266;Behind the Forbidden Door: China Inside Out;Tiziano Terzani;1987;HarperCollins Publishers
50029193;Green Book (Wide Range);Fred J. Schonell;1976;Longman Schools Division (a Pearson Education company)
60000694;A Glimpse of Jesus : The Stranger to Self-Hatred;Brennan Manning;2003;HarperSanFrancisco
60000708;The Wisdom of Tenderness : What Happens When God's Fierce Mercy Transforms Our Lives;Brennan Manning;2002;HarperSanFrancisco
60000791;The Treasure of Montsegur: A Novel of the Cathars;Sophy Burnham;2002;HarperSanFrancisco
60000805;The Treasure of Montsegur : A Novel of the Cathars;Sophy Burnham;2003;HarperSanFrancisco
60000872;Living Water;Obery Hendricks;2003;HarperSanFrancisco
60000945;For Biddle's Sake (Princess Tales);Gail Carson Levine;2002;HarperCollins
60000961;Windtalkers;Max A. Collins;2001;HarperEntertainment
60001445;Her Highness, My Wife;Victoria Alexander;2002;Avon
60001453;Love With the Proper Husband (Avon Historical Romance);Victoria Alexander;2003;Avon
60001461;Cherokee Warriors: The Lover (Cherokee Warriors);Genell Dellin;2002;Avon
60001488;Hell Week : SEALs in Training;Dennis Chalker;2002;Avon
60001763;Harold and the Purple Crayon: Harold Finds a Friend (Festival Reader);Liza Baker;2002;HarperFestival
60001771;Harold and the Purple Crayon: Animals, Animals, Animals! (Festival Reader);Liza Baker;2002;HarperFestival
60001801;When Night Falls;Cait London;2002;Avon
60001836;Stuart Little 2: Stuart's Wild Ride;Patricia Lakin;2002;HarperFestival
60001860;Stuart Little 2: Stuart Little's Big Adventure;Julia Richardson;2002;HarperFestival
60001933;Loser;Jerry Spinelli;2002;Joanna Cotler
60001941;A Tree Grows in Brooklyn;Betty Smith;2001;HarperCollins
60002050;On a Wicked Dawn (Cynster Novels);Stephanie Laurens;2002;Avon Books
60002069;The Lady Chosen;Stephanie Laurens;2003;Avon Books
60002077;A Gentleman's Honor;Stephanie Laurens;2003;Avon Books
60002093;Ignorance : A Novel;Milan Kundera;2002;HarperCollins
60002107;Ignorance : A Novel;Milan Kundera;2003;Perennial
60002182;Amazing Grace : The Story of America's Most Beloved Song;Steve Turner;2002;Ecco
60002417;The Stranger and the Statesman : James Smithson, John Quincy Adams, and the Making of America's Greatest Museum: The Smithsonian;Nina Burleigh;2003;William Morrow
60002433;Sons of Heaven: A Novel;Terrence Cheng;2002;"William Morrow &amp; Company"
60002484;Amazonia;James Rollins;2002;"William Morrow &amp; Company"
60002492;Amazonia;James Rollins;2003;Avon Books
60002522;Sharpe's Prey: Richard Sharpe and the Expedition to Copenhagen, 1807;Bernard Cornwell;2002;HarperCollins Publishers
